timestamp,load,hour,day_of_week,month,year
2023-01-01 00:00:00,5317.916666666666,0,6,1,2023
2023-01-01 01:00:00,5271.333333333333,1,6,1,2023
2023-01-01 02:00:00,5142.833333333333,2,6,1,2023
2023-01-01 03:00:00,5110.25,3,6,1,2023
2023-01-01 04:00:00,5126.833333333333,4,6,1,2023
2023-01-01 05:00:00,5263.75,5,6,1,2023
2023-01-01 06:00:00,5634.083333333333,6,6,1,2023
2023-01-01 07:00:00,5861.666666666666,7,6,1,2023
2023-01-01 08:00:00,5919.416666666667,8,6,1,2023
2023-01-01 09:00:00,6390.833333333333,9,6,1,2023
2023-01-01 10:00:00,6625.75,10,6,1,2023
2023-01-01 11:00:00,6572.583333333334,11,6,1,2023
2023-01-01 12:00:00,6510.5,12,6,1,2023
2023-01-01 13:00:00,6309.75,13,6,1,2023
2023-01-01 14:00:00,6269.25,14,6,1,2023
2023-01-01 15:00:00,6244.75,15,6,1,2023
2023-01-01 16:00:00,6142.75,16,6,1,2023
2023-01-01 17:00:00,6295.5,17,6,1,2023
2023-01-01 18:00:00,7086.0,18,6,1,2023
2023-01-01 19:00:00,7191.25,19,6,1,2023
2023-01-01 20:00:00,7124.75,20,6,1,2023
2023-01-01 21:00:00,6891.75,21,6,1,2023
2023-01-01 22:00:00,6268.0,22,6,1,2023
2023-01-01 23:00:00,5934.0,23,6,1,2023
2023-01-02 00:00:00,5522.5,0,0,1,2023
2023-01-02 01:00:00,5354.75,1,0,1,2023
2023-01-02 02:00:00,5255.75,2,0,1,2023
2023-01-02 03:00:00,5287.25,3,0,1,2023
2023-01-02 04:00:00,5295.0,4,0,1,2023
2023-01-02 05:00:00,5331.75,5,0,1,2023
2023-01-02 06:00:00,5829.25,6,0,1,2023
2023-01-02 07:00:00,6097.5,7,0,1,2023
2023-01-02 08:00:00,6462.75,8,0,1,2023
2023-01-02 09:00:00,6858.0,9,0,1,2023
2023-01-02 10:00:00,6952.75,10,0,1,2023
2023-01-02 11:00:00,6952.0,11,0,1,2023
2023-01-02 12:00:00,6737.0,12,0,1,2023
2023-01-02 13:00:00,6732.25,13,0,1,2023
2023-01-02 14:00:00,6604.25,14,0,1,2023
2023-01-02 15:00:00,6425.0,15,0,1,2023
2023-01-02 16:00:00,6219.25,16,0,1,2023
2023-01-02 17:00:00,6273.0,17,0,1,2023
2023-01-02 18:00:00,7125.25,18,0,1,2023
2023-01-02 19:00:00,7422.75,19,0,1,2023
2023-01-02 20:00:00,7166.75,20,0,1,2023
2023-01-02 21:00:00,7006.25,21,0,1,2023
2023-01-02 22:00:00,6576.5,22,0,1,2023
2023-01-02 23:00:00,6072.25,23,0,1,2023
2023-01-03 00:00:00,5688.25,0,1,1,2023
2023-01-03 01:00:00,5406.25,1,1,1,2023
2023-01-03 02:00:00,5346.0,2,1,1,2023
2023-01-03 03:00:00,5349.25,3,1,1,2023
2023-01-03 04:00:00,5313.5,4,1,1,2023
2023-01-03 05:00:00,5427.75,5,1,1,2023
2023-01-03 06:00:00,5788.0,6,1,1,2023
2023-01-03 07:00:00,6182.5,7,1,1,2023
2023-01-03 08:00:00,6480.25,8,1,1,2023
2023-01-03 09:00:00,6785.25,9,1,1,2023
2023-01-03 10:00:00,6946.25,10,1,1,2023
2023-01-03 11:00:00,6998.25,11,1,1,2023
2023-01-03 12:00:00,6794.0,12,1,1,2023
2023-01-03 13:00:00,6729.25,13,1,1,2023
2023-01-03 14:00:00,6669.0,14,1,1,2023
2023-01-03 15:00:00,6650.25,15,1,1,2023
2023-01-03 16:00:00,6315.5,16,1,1,2023
2023-01-03 17:00:00,6510.0,17,1,1,2023
2023-01-03 18:00:00,7350.75,18,1,1,2023
2023-01-03 19:00:00,7532.5,19,1,1,2023
2023-01-03 20:00:00,7363.75,20,1,1,2023
2023-01-03 21:00:00,7195.5,21,1,1,2023
2023-01-03 22:00:00,6749.0,22,1,1,2023
2023-01-03 23:00:00,6112.75,23,1,1,2023
2023-01-04 00:00:00,5621.25,0,2,1,2023
2023-01-04 01:00:00,5537.75,1,2,1,2023
2023-01-04 02:00:00,5558.5,2,2,1,2023
2023-01-04 03:00:00,5431.25,3,2,1,2023
2023-01-04 04:00:00,5427.25,4,2,1,2023
2023-01-04 05:00:00,5551.0,5,2,1,2023
2023-01-04 06:00:00,5903.75,6,2,1,2023
2023-01-04 07:00:00,6146.5,7,2,1,2023
2023-01-04 08:00:00,6372.25,8,2,1,2023
2023-01-04 09:00:00,6758.0,9,2,1,2023
2023-01-04 10:00:00,6851.5,10,2,1,2023
2023-01-04 11:00:00,6835.25,11,2,1,2023
2023-01-04 12:00:00,6731.75,12,2,1,2023
2023-01-04 13:00:00,6835.0,13,2,1,2023
2023-01-04 14:00:00,6776.0,14,2,1,2023
2023-01-04 15:00:00,6714.25,15,2,1,2023
2023-01-04 16:00:00,6479.5,16,2,1,2023
2023-01-04 17:00:00,6435.25,17,2,1,2023
2023-01-04 18:00:00,6849.0,18,2,1,2023
2023-01-04 19:00:00,6979.5,19,2,1,2023
2023-01-04 20:00:00,7106.75,20,2,1,2023
2023-01-04 21:00:00,7031.75,21,2,1,2023
2023-01-04 22:00:00,6645.75,22,2,1,2023
2023-01-04 23:00:00,6168.75,23,2,1,2023
2023-01-05 00:00:00,5822.0,0,3,1,2023
2023-01-05 01:00:00,5645.0,1,3,1,2023
2023-01-05 02:00:00,5566.25,2,3,1,2023
2023-01-05 03:00:00,5440.5,3,3,1,2023
2023-01-05 04:00:00,5413.5,4,3,1,2023
2023-01-05 05:00:00,5558.0,5,3,1,2023
2023-01-05 06:00:00,5958.75,6,3,1,2023
2023-01-05 07:00:00,6298.0,7,3,1,2023
2023-01-05 08:00:00,6668.5,8,3,1,2023
2023-01-05 09:00:00,6975.0,9,3,1,2023
2023-01-05 10:00:00,7007.5,10,3,1,2023
2023-01-05 11:00:00,7000.0,11,3,1,2023
2023-01-05 12:00:00,6762.75,12,3,1,2023
2023-01-05 13:00:00,6737.5,13,3,1,2023
2023-01-05 14:00:00,6691.25,14,3,1,2023
2023-01-05 15:00:00,6695.75,15,3,1,2023
2023-01-05 16:00:00,6460.5,16,3,1,2023
2023-01-05 17:00:00,6523.25,17,3,1,2023
2023-01-05 18:00:00,7460.25,18,3,1,2023
2023-01-05 19:00:00,7574.5,19,3,1,2023
2023-01-05 20:00:00,7434.25,20,3,1,2023
2023-01-05 21:00:00,7247.0,21,3,1,2023
2023-01-05 22:00:00,6842.5,22,3,1,2023
2023-01-05 23:00:00,6376.0,23,3,1,2023
2023-01-06 00:00:00,5930.5,0,4,1,2023
2023-01-06 01:00:00,5561.5,1,4,1,2023
2023-01-06 02:00:00,5583.5,2,4,1,2023
2023-01-06 03:00:00,5444.5,3,4,1,2023
2023-01-06 04:00:00,5414.5,4,4,1,2023
2023-01-06 05:00:00,5556.25,5,4,1,2023
2023-01-06 06:00:00,5564.25,6,4,1,2023
2023-01-06 07:00:00,5663.25,7,4,1,2023
2023-01-06 08:00:00,5595.75,8,4,1,2023
2023-01-06 09:00:00,5623.75,9,4,1,2023
2023-01-06 10:00:00,5689.5,10,4,1,2023
2023-01-06 11:00:00,5749.0,11,4,1,2023
2023-01-06 12:00:00,5637.0,12,4,1,2023
2023-01-06 13:00:00,5574.75,13,4,1,2023
2023-01-06 14:00:00,5629.5,14,4,1,2023
2023-01-06 15:00:00,5545.5,15,4,1,2023
2023-01-06 16:00:00,5587.25,16,4,1,2023
2023-01-06 17:00:00,5788.75,17,4,1,2023
2023-01-06 18:00:00,6724.75,18,4,1,2023
2023-01-06 19:00:00,7191.75,19,4,1,2023
2023-01-06 20:00:00,7301.0,20,4,1,2023
2023-01-06 21:00:00,7212.0,21,4,1,2023
2023-01-06 22:00:00,6822.75,22,4,1,2023
2023-01-06 23:00:00,6197.25,23,4,1,2023
2023-01-07 00:00:00,5706.25,0,5,1,2023
2023-01-07 01:00:00,5507.5,1,5,1,2023
2023-01-07 02:00:00,5390.75,2,5,1,2023
2023-01-07 03:00:00,5361.0,3,5,1,2023
2023-01-07 04:00:00,5358.25,4,5,1,2023
2023-01-07 05:00:00,5569.75,5,5,1,2023
2023-01-07 06:00:00,5841.25,6,5,1,2023
2023-01-07 07:00:00,5941.5,7,5,1,2023
2023-01-07 08:00:00,6109.0,8,5,1,2023
2023-01-07 09:00:00,6415.75,9,5,1,2023
2023-01-07 10:00:00,6602.75,10,5,1,2023
2023-01-07 11:00:00,6771.5,11,5,1,2023
2023-01-07 12:00:00,6727.75,12,5,1,2023
2023-01-07 13:00:00,6753.5,13,5,1,2023
2023-01-07 14:00:00,6777.25,14,5,1,2023
2023-01-07 15:00:00,6672.5,15,5,1,2023
2023-01-07 16:00:00,6641.25,16,5,1,2023
2023-01-07 17:00:00,6673.75,17,5,1,2023
2023-01-07 18:00:00,7614.25,18,5,1,2023
2023-01-07 19:00:00,7923.75,19,5,1,2023
2023-01-07 20:00:00,7850.5,20,5,1,2023
2023-01-07 21:00:00,7479.25,21,5,1,2023
2023-01-07 22:00:00,6828.5,22,5,1,2023
2023-01-07 23:00:00,6252.5,23,5,1,2023
2023-01-08 00:00:00,5709.5,0,6,1,2023
2023-01-08 01:00:00,5501.25,1,6,1,2023
2023-01-08 02:00:00,5439.25,2,6,1,2023
2023-01-08 03:00:00,5409.75,3,6,1,2023
2023-01-08 04:00:00,5376.75,4,6,1,2023
2023-01-08 05:00:00,5522.5,5,6,1,2023
2023-01-08 06:00:00,6091.25,6,6,1,2023
2023-01-08 07:00:00,6653.0,7,6,1,2023
2023-01-08 08:00:00,6502.5,8,6,1,2023
2023-01-08 09:00:00,6732.25,9,6,1,2023
2023-01-08 10:00:00,6727.5,10,6,1,2023
2023-01-08 11:00:00,6714.75,11,6,1,2023
2023-01-08 12:00:00,6532.25,12,6,1,2023
2023-01-08 13:00:00,6587.25,13,6,1,2023
2023-01-08 14:00:00,6641.5,14,6,1,2023
2023-01-08 15:00:00,6623.75,15,6,1,2023
2023-01-08 16:00:00,6515.75,16,6,1,2023
2023-01-08 17:00:00,6749.25,17,6,1,2023
2023-01-08 18:00:00,7812.0,18,6,1,2023
2023-01-08 19:00:00,7986.75,19,6,1,2023
2023-01-08 20:00:00,7782.5,20,6,1,2023
2023-01-08 21:00:00,7577.5,21,6,1,2023
2023-01-08 22:00:00,6933.75,22,6,1,2023
2023-01-08 23:00:00,6254.75,23,6,1,2023
2023-01-09 00:00:00,5792.25,0,0,1,2023
2023-01-09 01:00:00,5661.75,1,0,1,2023
2023-01-09 02:00:00,5573.75,2,0,1,2023
2023-01-09 03:00:00,5428.5,3,0,1,2023
2023-01-09 04:00:00,5495.0,4,0,1,2023
2023-01-09 05:00:00,5795.5,5,0,1,2023
2023-01-09 06:00:00,6198.75,6,0,1,2023
2023-01-09 07:00:00,6792.0,7,0,1,2023
2023-01-09 08:00:00,7094.25,8,0,1,2023
2023-01-09 09:00:00,7519.25,9,0,1,2023
2023-01-09 10:00:00,7538.0,10,0,1,2023
2023-01-09 11:00:00,7640.5,11,0,1,2023
2023-01-09 12:00:00,7456.25,12,0,1,2023
2023-01-09 13:00:00,7393.25,13,0,1,2023
2023-01-09 14:00:00,7342.75,14,0,1,2023
2023-01-09 15:00:00,7273.5,15,0,1,2023
2023-01-09 16:00:00,7132.0,16,0,1,2023
2023-01-09 17:00:00,7271.25,17,0,1,2023
2023-01-09 18:00:00,8024.5,18,0,1,2023
2023-01-09 19:00:00,8098.5,19,0,1,2023
2023-01-09 20:00:00,7883.75,20,0,1,2023
2023-01-09 21:00:00,7516.75,21,0,1,2023
2023-01-09 22:00:00,6893.75,22,0,1,2023
2023-01-09 23:00:00,6332.75,23,0,1,2023
2023-01-10 00:00:00,5976.0,0,1,1,2023
2023-01-10 01:00:00,5808.25,1,1,1,2023
2023-01-10 02:00:00,5709.25,2,1,1,2023
2023-01-10 03:00:00,5630.5,3,1,1,2023
2023-01-10 04:00:00,5709.75,4,1,1,2023
2023-01-10 05:00:00,5788.75,5,1,1,2023
2023-01-10 06:00:00,6329.25,6,1,1,2023
2023-01-10 07:00:00,6852.5,7,1,1,2023
2023-01-10 08:00:00,7082.25,8,1,1,2023
2023-01-10 09:00:00,7223.25,9,1,1,2023
2023-01-10 10:00:00,7242.75,10,1,1,2023
2023-01-10 11:00:00,7166.0,11,1,1,2023
2023-01-10 12:00:00,6984.25,12,1,1,2023
2023-01-10 13:00:00,7036.75,13,1,1,2023
2023-01-10 14:00:00,6856.0,14,1,1,2023
2023-01-10 15:00:00,6711.25,15,1,1,2023
2023-01-10 16:00:00,6596.25,16,1,1,2023
2023-01-10 17:00:00,6665.75,17,1,1,2023
2023-01-10 18:00:00,7636.5,18,1,1,2023
2023-01-10 19:00:00,7895.25,19,1,1,2023
2023-01-10 20:00:00,7675.5,20,1,1,2023
2023-01-10 21:00:00,7430.5,21,1,1,2023
2023-01-10 22:00:00,6922.0,22,1,1,2023
2023-01-10 23:00:00,6355.25,23,1,1,2023
2023-01-11 00:00:00,6183.25,0,2,1,2023
2023-01-11 01:00:00,5956.25,1,2,1,2023
2023-01-11 02:00:00,5883.0,2,2,1,2023
2023-01-11 03:00:00,5883.0,3,2,1,2023
2023-01-11 04:00:00,5860.75,4,2,1,2023
2023-01-11 05:00:00,5955.0,5,2,1,2023
2023-01-11 06:00:00,6418.75,6,2,1,2023
2023-01-11 07:00:00,6766.5,7,2,1,2023
2023-01-11 08:00:00,7005.5,8,2,1,2023
2023-01-11 09:00:00,7197.25,9,2,1,2023
2023-01-11 10:00:00,7215.75,10,2,1,2023
2023-01-11 11:00:00,7230.75,11,2,1,2023
2023-01-11 12:00:00,7111.0,12,2,1,2023
2023-01-11 13:00:00,6990.75,13,2,1,2023
2023-01-11 14:00:00,6933.75,14,2,1,2023
2023-01-11 15:00:00,6795.0,15,2,1,2023
2023-01-11 16:00:00,6677.0,16,2,1,2023
2023-01-11 17:00:00,6704.75,17,2,1,2023
2023-01-11 18:00:00,7669.0,18,2,1,2023
2023-01-11 19:00:00,7714.0,19,2,1,2023
2023-01-11 20:00:00,7516.75,20,2,1,2023
2023-01-11 21:00:00,6976.0,21,2,1,2023
2023-01-11 22:00:00,6477.25,22,2,1,2023
2023-01-11 23:00:00,5941.25,23,2,1,2023
2023-01-12 00:00:00,5793.75,0,3,1,2023
2023-01-12 01:00:00,5580.5,1,3,1,2023
2023-01-12 02:00:00,5504.25,2,3,1,2023
2023-01-12 03:00:00,5420.0,3,3,1,2023
2023-01-12 04:00:00,5378.0,4,3,1,2023
2023-01-12 05:00:00,5508.25,5,3,1,2023
2023-01-12 06:00:00,5874.75,6,3,1,2023
2023-01-12 07:00:00,6200.0,7,3,1,2023
2023-01-12 08:00:00,6358.75,8,3,1,2023
2023-01-12 09:00:00,6731.75,9,3,1,2023
2023-01-12 10:00:00,6903.0,10,3,1,2023
2023-01-12 11:00:00,6807.5,11,3,1,2023
2023-01-12 12:00:00,6642.5,12,3,1,2023
2023-01-12 13:00:00,6576.0,13,3,1,2023
2023-01-12 14:00:00,6481.25,14,3,1,2023
2023-01-12 15:00:00,6507.5,15,3,1,2023
2023-01-12 16:00:00,6385.25,16,3,1,2023
2023-01-12 17:00:00,6385.75,17,3,1,2023
2023-01-12 18:00:00,7224.0,18,3,1,2023
2023-01-12 19:00:00,7478.0,19,3,1,2023
2023-01-12 20:00:00,7290.5,20,3,1,2023
2023-01-12 21:00:00,7039.5,21,3,1,2023
2023-01-12 22:00:00,6670.0,22,3,1,2023
2023-01-12 23:00:00,6243.75,23,3,1,2023
2023-01-13 00:00:00,5787.25,0,4,1,2023
2023-01-13 01:00:00,5547.25,1,4,1,2023
2023-01-13 02:00:00,5489.25,2,4,1,2023
2023-01-13 03:00:00,5378.5,3,4,1,2023
2023-01-13 04:00:00,5361.5,4,4,1,2023
2023-01-13 05:00:00,5446.0,5,4,1,2023
2023-01-13 06:00:00,5697.75,6,4,1,2023
2023-01-13 07:00:00,5920.75,7,4,1,2023
2023-01-13 08:00:00,5864.25,8,4,1,2023
2023-01-13 09:00:00,6007.0,9,4,1,2023
2023-01-13 10:00:00,6164.5,10,4,1,2023
2023-01-13 11:00:00,6155.75,11,4,1,2023
2023-01-13 12:00:00,6023.75,12,4,1,2023
2023-01-13 13:00:00,5892.25,13,4,1,2023
2023-01-13 14:00:00,5891.0,14,4,1,2023
2023-01-13 15:00:00,5929.25,15,4,1,2023
2023-01-13 16:00:00,5889.5,16,4,1,2023
2023-01-13 17:00:00,6079.5,17,4,1,2023
2023-01-13 18:00:00,6995.75,18,4,1,2023
2023-01-13 19:00:00,7316.75,19,4,1,2023
2023-01-13 20:00:00,7267.25,20,4,1,2023
2023-01-13 21:00:00,7168.75,21,4,1,2023
2023-01-13 22:00:00,6749.75,22,4,1,2023
2023-01-13 23:00:00,6218.75,23,4,1,2023
2023-01-14 00:00:00,5725.5,0,5,1,2023
2023-01-14 01:00:00,5683.0,1,5,1,2023
2023-01-14 02:00:00,5589.75,2,5,1,2023
2023-01-14 03:00:00,5565.5,3,5,1,2023
2023-01-14 04:00:00,5635.5,4,5,1,2023
2023-01-14 05:00:00,5799.75,5,5,1,2023
2023-01-14 06:00:00,6138.25,6,5,1,2023
2023-01-14 07:00:00,6172.25,7,5,1,2023
2023-01-14 08:00:00,6274.5,8,5,1,2023
2023-01-14 09:00:00,6513.0,9,5,1,2023
2023-01-14 10:00:00,6690.0,10,5,1,2023
2023-01-14 11:00:00,6726.25,11,5,1,2023
2023-01-14 12:00:00,6480.25,12,5,1,2023
2023-01-14 13:00:00,6494.25,13,5,1,2023
2023-01-14 14:00:00,6532.0,14,5,1,2023
2023-01-14 15:00:00,6587.75,15,5,1,2023
2023-01-14 16:00:00,6584.0,16,5,1,2023
2023-01-14 17:00:00,6514.0,17,5,1,2023
2023-01-14 18:00:00,7455.0,18,5,1,2023
2023-01-14 19:00:00,7728.5,19,5,1,2023
2023-01-14 20:00:00,7655.0,20,5,1,2023
2023-01-14 21:00:00,7181.25,21,5,1,2023
2023-01-14 22:00:00,6518.0,22,5,1,2023
2023-01-14 23:00:00,6090.25,23,5,1,2023
2023-01-15 00:00:00,5749.25,0,6,1,2023
2023-01-15 01:00:00,5524.75,1,6,1,2023
2023-01-15 02:00:00,5450.75,2,6,1,2023
2023-01-15 03:00:00,5391.25,3,6,1,2023
2023-01-15 04:00:00,5375.0,4,6,1,2023
2023-01-15 05:00:00,5552.25,5,6,1,2023
2023-01-15 06:00:00,6117.75,6,6,1,2023
2023-01-15 07:00:00,6603.0,7,6,1,2023
2023-01-15 08:00:00,6882.25,8,6,1,2023
2023-01-15 09:00:00,7139.0,9,6,1,2023
2023-01-15 10:00:00,7215.75,10,6,1,2023
2023-01-15 11:00:00,7167.0,11,6,1,2023
2023-01-15 12:00:00,6978.5,12,6,1,2023
2023-01-15 13:00:00,6921.25,13,6,1,2023
2023-01-15 14:00:00,7073.75,14,6,1,2023
2023-01-15 15:00:00,7128.25,15,6,1,2023
2023-01-15 16:00:00,7009.0,16,6,1,2023
2023-01-15 17:00:00,7022.25,17,6,1,2023
2023-01-15 18:00:00,8173.25,18,6,1,2023
2023-01-15 19:00:00,8470.5,19,6,1,2023
2023-01-15 20:00:00,8298.25,20,6,1,2023
2023-01-15 21:00:00,8090.5,21,6,1,2023
2023-01-15 22:00:00,7530.0,22,6,1,2023
2023-01-15 23:00:00,6879.25,23,6,1,2023
2023-01-16 00:00:00,6132.75,0,0,1,2023
2023-01-16 01:00:00,5880.75,1,0,1,2023
2023-01-16 02:00:00,5812.0,2,0,1,2023
2023-01-16 03:00:00,5807.75,3,0,1,2023
2023-01-16 04:00:00,5838.0,4,0,1,2023
2023-01-16 05:00:00,6027.75,5,0,1,2023
2023-01-16 06:00:00,6627.0,6,0,1,2023
2023-01-16 07:00:00,7222.75,7,0,1,2023
2023-01-16 08:00:00,7458.25,8,0,1,2023
2023-01-16 09:00:00,7737.5,9,0,1,2023
2023-01-16 10:00:00,7648.0,10,0,1,2023
2023-01-16 11:00:00,7575.5,11,0,1,2023
2023-01-16 12:00:00,7438.75,12,0,1,2023
2023-01-16 13:00:00,7299.5,13,0,1,2023
2023-01-16 14:00:00,7225.25,14,0,1,2023
2023-01-16 15:00:00,7215.0,15,0,1,2023
2023-01-16 16:00:00,7101.75,16,0,1,2023
2023-01-16 17:00:00,7143.75,17,0,1,2023
2023-01-16 18:00:00,8037.75,18,0,1,2023
2023-01-16 19:00:00,8441.0,19,0,1,2023
2023-01-16 20:00:00,8252.5,20,0,1,2023
2023-01-16 21:00:00,8112.5,21,0,1,2023
2023-01-16 22:00:00,7478.25,22,0,1,2023
2023-01-16 23:00:00,6930.0,23,0,1,2023
2023-01-17 00:00:00,6207.75,0,1,1,2023
2023-01-17 01:00:00,6023.0,1,1,1,2023
2023-01-17 02:00:00,5910.75,2,1,1,2023
2023-01-17 03:00:00,5839.25,3,1,1,2023
2023-01-17 04:00:00,5684.25,4,1,1,2023
2023-01-17 05:00:00,5817.5,5,1,1,2023
2023-01-17 06:00:00,6359.5,6,1,1,2023
2023-01-17 07:00:00,6875.75,7,1,1,2023
2023-01-17 08:00:00,7038.75,8,1,1,2023
2023-01-17 09:00:00,7413.0,9,1,1,2023
2023-01-17 10:00:00,7437.75,10,1,1,2023
2023-01-17 11:00:00,7375.75,11,1,1,2023
2023-01-17 12:00:00,7080.75,12,1,1,2023
2023-01-17 13:00:00,6909.0,13,1,1,2023
2023-01-17 14:00:00,6846.75,14,1,1,2023
2023-01-17 15:00:00,6820.75,15,1,1,2023
2023-01-17 16:00:00,6735.5,16,1,1,2023
2023-01-17 17:00:00,6696.25,17,1,1,2023
2023-01-17 18:00:00,7545.75,18,1,1,2023
2023-01-17 19:00:00,7783.5,19,1,1,2023
2023-01-17 20:00:00,7731.25,20,1,1,2023
2023-01-17 21:00:00,7398.5,21,1,1,2023
2023-01-17 22:00:00,6789.75,22,1,1,2023
2023-01-17 23:00:00,6382.25,23,1,1,2023
2023-01-18 00:00:00,6089.75,0,2,1,2023
2023-01-18 01:00:00,5900.25,1,2,1,2023
2023-01-18 02:00:00,5833.5,2,2,1,2023
2023-01-18 03:00:00,5714.75,3,2,1,2023
2023-01-18 04:00:00,5704.75,4,2,1,2023
2023-01-18 05:00:00,5901.0,5,2,1,2023
2023-01-18 06:00:00,6472.0,6,2,1,2023
2023-01-18 07:00:00,7041.5,7,2,1,2023
2023-01-18 08:00:00,7294.25,8,2,1,2023
2023-01-18 09:00:00,7637.5,9,2,1,2023
2023-01-18 10:00:00,7771.0,10,2,1,2023
2023-01-18 11:00:00,7804.75,11,2,1,2023
2023-01-18 12:00:00,7717.25,12,2,1,2023
2023-01-18 13:00:00,7508.5,13,2,1,2023
2023-01-18 14:00:00,7472.0,14,2,1,2023
2023-01-18 15:00:00,7390.75,15,2,1,2023
2023-01-18 16:00:00,7147.5,16,2,1,2023
2023-01-18 17:00:00,7294.5,17,2,1,2023
2023-01-18 18:00:00,8134.0,18,2,1,2023
2023-01-18 19:00:00,8501.75,19,2,1,2023
2023-01-18 20:00:00,8327.5,20,2,1,2023
2023-01-18 21:00:00,7887.75,21,2,1,2023
2023-01-18 22:00:00,7347.25,22,2,1,2023
2023-01-18 23:00:00,6771.0,23,2,1,2023
2023-01-19 00:00:00,6363.75,0,3,1,2023
2023-01-19 01:00:00,5940.25,1,3,1,2023
2023-01-19 02:00:00,5756.0,2,3,1,2023
2023-01-19 03:00:00,5548.5,3,3,1,2023
2023-01-19 04:00:00,5579.5,4,3,1,2023
2023-01-19 05:00:00,5773.25,5,3,1,2023
2023-01-19 06:00:00,6355.0,6,3,1,2023
2023-01-19 07:00:00,6816.25,7,3,1,2023
2023-01-19 08:00:00,6842.75,8,3,1,2023
2023-01-19 09:00:00,7434.5,9,3,1,2023
2023-01-19 10:00:00,7650.0,10,3,1,2023
2023-01-19 11:00:00,7626.75,11,3,1,2023
2023-01-19 12:00:00,7476.25,12,3,1,2023
2023-01-19 13:00:00,7273.25,13,3,1,2023
2023-01-19 14:00:00,7143.75,14,3,1,2023
2023-01-19 15:00:00,7119.25,15,3,1,2023
2023-01-19 16:00:00,6971.5,16,3,1,2023
2023-01-19 17:00:00,7076.25,17,3,1,2023
2023-01-19 18:00:00,7832.5,18,3,1,2023
2023-01-19 19:00:00,8178.5,19,3,1,2023
2023-01-19 20:00:00,7991.25,20,3,1,2023
2023-01-19 21:00:00,7755.0,21,3,1,2023
2023-01-19 22:00:00,7229.5,22,3,1,2023
2023-01-19 23:00:00,6370.0,23,3,1,2023
2023-01-20 00:00:00,6188.5,0,4,1,2023
2023-01-20 01:00:00,6054.0,1,4,1,2023
2023-01-20 02:00:00,6004.75,2,4,1,2023
2023-01-20 03:00:00,5868.75,3,4,1,2023
2023-01-20 04:00:00,5872.5,4,4,1,2023
2023-01-20 05:00:00,6014.5,5,4,1,2023
2023-01-20 06:00:00,6328.5,6,4,1,2023
2023-01-20 07:00:00,6399.0,7,4,1,2023
2023-01-20 08:00:00,6370.25,8,4,1,2023
2023-01-20 09:00:00,6787.25,9,4,1,2023
2023-01-20 10:00:00,6991.75,10,4,1,2023
2023-01-20 11:00:00,7194.25,11,4,1,2023
2023-01-20 12:00:00,7039.5,12,4,1,2023
2023-01-20 13:00:00,6773.25,13,4,1,2023
2023-01-20 14:00:00,6802.75,14,4,1,2023
2023-01-20 15:00:00,6676.25,15,4,1,2023
2023-01-20 16:00:00,6704.25,16,4,1,2023
2023-01-20 17:00:00,6822.0,17,4,1,2023
2023-01-20 18:00:00,7620.75,18,4,1,2023
2023-01-20 19:00:00,7828.75,19,4,1,2023
2023-01-20 20:00:00,7724.5,20,4,1,2023
2023-01-20 21:00:00,7627.25,21,4,1,2023
2023-01-20 22:00:00,7134.0,22,4,1,2023
2023-01-20 23:00:00,6570.5,23,4,1,2023
2023-01-21 00:00:00,6184.0,0,5,1,2023
2023-01-21 01:00:00,6051.5,1,5,1,2023
2023-01-21 02:00:00,5964.25,2,5,1,2023
2023-01-21 03:00:00,5756.25,3,5,1,2023
2023-01-21 04:00:00,5711.75,4,5,1,2023
2023-01-21 05:00:00,5944.0,5,5,1,2023
2023-01-21 06:00:00,6372.0,6,5,1,2023
2023-01-21 07:00:00,6635.75,7,5,1,2023
2023-01-21 08:00:00,6708.0,8,5,1,2023
2023-01-21 09:00:00,7183.25,9,5,1,2023
2023-01-21 10:00:00,7523.0,10,5,1,2023
2023-01-21 11:00:00,7684.25,11,5,1,2023
2023-01-21 12:00:00,7529.25,12,5,1,2023
2023-01-21 13:00:00,7380.5,13,5,1,2023
2023-01-21 14:00:00,7341.5,14,5,1,2023
2023-01-21 15:00:00,7398.25,15,5,1,2023
2023-01-21 16:00:00,7298.5,16,5,1,2023
2023-01-21 17:00:00,7181.0,17,5,1,2023
2023-01-21 18:00:00,7959.0,18,5,1,2023
2023-01-21 19:00:00,8229.0,19,5,1,2023
2023-01-21 20:00:00,8088.5,20,5,1,2023
2023-01-21 21:00:00,7906.25,21,5,1,2023
2023-01-21 22:00:00,7380.0,22,5,1,2023
2023-01-21 23:00:00,6850.5,23,5,1,2023
2023-01-22 00:00:00,6463.25,0,6,1,2023
2023-01-22 01:00:00,6185.75,1,6,1,2023
2023-01-22 02:00:00,6008.0,2,6,1,2023
2023-01-22 03:00:00,5818.25,3,6,1,2023
2023-01-22 04:00:00,5877.5,4,6,1,2023
2023-01-22 05:00:00,6023.0,5,6,1,2023
2023-01-22 06:00:00,6586.5,6,6,1,2023
2023-01-22 07:00:00,7205.75,7,6,1,2023
2023-01-22 08:00:00,7344.5,8,6,1,2023
2023-01-22 09:00:00,7661.0,9,6,1,2023
2023-01-22 10:00:00,7852.0,10,6,1,2023
2023-01-22 11:00:00,7956.0,11,6,1,2023
